id,value
id_0,8.960330472280063
id_1,18.761786768270536
id_2,24.677846857124514
id_3,10.776872140873174
id_4,27.57110815341475
id_5,22.628542438281976
id_6,21.861115790038948
id_7,30.549918526231426
id_8,15.904906868446963
id_9,59.21928483557053
id_10,11.982159344122243
id_11,10.903295047035613
id_12,63.42706219460371
id_13,52.188674834064706
id_14,22.642068308410376
id_15,12.78148273117323
id_16,31.201923987504177
id_17,70.01598610163819
id_18,1.1577913893654477
id_19,16.84088670226007
id_20,41.97373444865513
id_21,75.54207759513781
id_22,10.290109080717253
id_23,17.026539770730526
id_24,15.760225182406932
id_25,39.21616408911181
id_26,14.479404875663718
id_27,62.287652968979366
id_28,6.547691021813606
id_29,56.08009953399227
id_30,20.92143137136447
id_31,11.502441519586634
id_32,7.783351828381268
id_33,20.826369162201907
id_34,28.644630266204427
id_35,37.73746398682051
id_36,44.16479964392702
id_37,31.177252812491457
id_38,44.4931843405839
id_39,37.26912516367835
id_40,8.37351445029339
id_41,40.3578392465779
id_42,31.958964783552897
id_43,50.81791583031561
id_44,18.48897579057966
id_45,35.53394100708945
id_46,25.442346344304923
id_47,11.62563766138227
id_48,25.9341649478052
id_49,32.01757896572433
id_50,23.38501445577961
id_51,7.348018441215276
id_52,17.59299181510475
id_53,53.09878458025713
id_54,15.110017554658844
id_55,36.07321766786378
id_56,35.1141099364349
id_57,20.04508899560618
id_58,57.74956582941382
id_59,23.25157024163776
id_60,16.380683564341613
id_61,41.0485855078853
id_62,11.961929538545965
id_63,48.433745688670875
id_64,14.345662927063069
id_65,15.789851127416918
id_66,14.504699696505975
id_67,2.49768957342026
id_68,44.56539461153283
id_69,26.59943066965433
id_70,20.223936389614966
id_71,41.267500817744185
id_72,59.69310759170481
id_73,7.035562140939608
id_74,16.204959134488348
id_75,5.244486811505919
id_76,41.547179456459716
id_77,15.376122438952924
id_78,19.060033392373946
id_79,21.80961471496684
id_80,22.19970079900107
id_81,41.605590746735324
id_82,20.205635091046414
id_83,95.53919292827146
id_84,38.07307730613773
id_85,29.02237231298234
id_86,22.156271298389285
id_87,35.09922516739535
id_88,23.29200385731403
id_89,18.257033218042153
id_90,27.057690403218693
id_91,42.605995985243005
id_92,7.611377080337106
id_93,39.31778261617556
id_94,46.462055980200425
id_95,17.6785167210457
id_96,31.844811816086885
id_97,12.752315338629652
id_98,22.590471471537178
id_99,3.8152174149930906
id_100,16.340873011731073
id_101,26.98427098895061
id_102,9.662282139050292
id_103,15.664912092028016
id_104,22.977228502568927
id_105,40.197835811857004
id_106,32.24478609636644
id_107,6.241488692137869
id_108,5.249197686752871
id_109,80.2514431205336
id_110,48.51738753591686
id_111,16.25715107900353
id_112,26.496928431367074
id_113,17.27290422592888
id_114,13.060438589566687
id_115,24.801322768388037
id_116,27.23773186940432
id_117,9.8137880928224
id_118,17.431714586398638
id_119,19.550441350371692
id_120,83.19184667942797
id_121,28.7873301954748
id_122,36.789675885309244
id_123,26.343323205416986
id_124,8.580439266207648
id_125,39.39931968477346
id_126,9.591255129791257
id_127,20.60790702446598
id_128,29.272610689140087
id_129,64.85611727562979
id_130,21.014199179493325
id_131,24.43585473878829
id_132,57.509101014657816
id_133,15.958699617716272
id_134,14.164326711640692
id_135,2.645224192153526
id_136,13.502681093857934
id_137,59.91270068596368
id_138,21.545996131243513
id_139,8.180825784829594
id_140,30.8991592310161
id_141,26.35567924230395
id_142,46.035874051043955
id_143,29.42396696238053
id_144,17.907271931600093
id_145,28.58858190522362
id_146,11.990526669551206
id_147,52.46512932660431
id_148,22.030940691799646
id_149,40.02960650560452
id_150,8.478047318622256
id_151,8.904653499223077
id_152,23.075125990973834
id_153,6.837414568513313
id_154,14.277970528431547
id_155,43.15822909180039
id_156,8.636489771685154
id_157,37.06933538961814
id_158,13.831868527748698
id_159,19.119617831174136
id_160,42.44703898968513
id_161,17.73800526118138
id_162,13.805942824462281
id_163,7.10061714714413
id_164,50.41265429127325
id_165,31.523714190396337
id_166,0.3871365558605162
id_167,15.613609514379649
id_168,63.06986035950999
id_169,14.87021214191309
id_170,65.79199876888556
id_171,40.34035197915418
id_172,26.099583950493425
id_173,21.340753534458656
id_174,61.59630628570217
id_175,26.365972119773307
id_176,20.536774772731967
id_177,36.520746160514136
id_178,12.06247585410186
id_179,31.303441182250772
id_180,16.313885392193892
id_181,11.896118309005178
id_182,57.664928887751245
id_183,44.62691074004937
id_184,16.27811116609626
id_185,34.70528155897789
id_186,25.454740122038665
id_187,68.62211537726333
id_188,9.379982394697842
id_189,53.599831632115574
id_190,38.27411537303258
id_191,15.116795635648115
id_192,31.607947538151837
id_193,0.5931895018279889
id_194,18.984794079224695
id_195,-0.5934852929084806
id_196,34.32285142081636
id_197,11.426088462292288
id_198,16.823699585241464
id_199,59.193554787953865
id_200,23.573530553006748
id_201,27.46121712221251
id_202,64.02341741548277
id_203,10.199900599335006
id_204,8.188375571567976
id_205,11.815947425819958
id_206,7.681719810855789
id_207,1.4459630103492371
id_208,135.45280659619448
id_209,19.974570653421097
id_210,18.42009197763114
id_211,14.338673043596422
id_212,36.543794100400696
id_213,36.17284636941341
id_214,17.14596367925261
id_215,37.28277253905862
id_216,75.37300863546875
id_217,1.8500509871625874
id_218,12.42011785669818
id_219,30.418227677800267
id_220,14.987030113594571
id_221,12.66428125085037
id_222,109.63594173383251
id_223,14.680396333415857
id_224,17.331500618530583
id_225,64.28856096772044
id_226,14.817257215636019
id_227,19.241164997349674
id_228,11.36742765097836
id_229,6.1580467860096695
id_230,43.92517395968964
id_231,11.945525004470356
id_232,54.42722942126254
id_233,41.55716274728269
id_234,22.637954159294402
id_235,40.830165380977014
id_236,71.91994214349494
id_237,39.488068152076096
id_238,9.605292065124697
id_239,17.091674965324398
